Strategy A,n = 1000


Trial 1

Space Name,Times Landed On,Percent Landed On
GO,0,0.0
MEDITERRANEAN_AVENUE,0,0.0
COMMUNITY_CHEST_1,0,0.0


Trial 2

Space Name,Times Landed On,Percent Landed On
GO,0,0.0
MEDITERRANEAN_AVENUE,0,0.0
COMMUNITY_CHEST_1,0,0.0
