Strategy A,n = 1000000

Trial 1

Space Name,Times Landed On,Percent Landed On (%)
GO,27532,2.5607018026849606
MEDITERRANEAN_AVENUE,21855,2.032694242978346
COMMUNITY_CHEST_1,21977,2.044041243556857
BALTIC_AVENUE,22046,2.050458809457818
INCOME_TAX,23616,2.1964816857550495
READING_RAILROAD,25709,2.391147851417538
ORIENTAL_AVENUE,22382,2.081709565149455
CHANCE_1,22762,2.1170526817054727
VERMONT_AVENUE,23099,2.148396445598573
CONNECTICUT_AVENUE,22613,2.1031944596874554
JAIL,66192,6.156398871252467
ST_CHARLES_PLACE,26689,2.482295888851479
ELECTRIC_COMPANY,25735,2.393566064655581
STATES_AVENUE,23537,2.1891340378394566
VIRGINIA_AVENUE,24226,2.253216688647605
PENNSYLVANIA_RAILROAD,27797,2.58534897607271
ST_JAMES_PLACE,27761,2.582000680820035
COMMUNITY_CHEST_2,29644,2.7571351241752495
TENNESSEE_AVENUE,29364,2.7310928277655524
NEW_YORK_AVENUE,30404,2.8278213572872857
FREE_PARKING,28711,2.6703584722100793
KENTUCKY_AVENUE,28194,2.6222732320536024
CHANCE_2,27384,2.5469365888684066
INDIANA_AVENUE,27196,2.529451046993324
ILLINOIS_AVENUE,31908,2.967705692287946
BO_RAILROAD,28901,2.6880300304880884
ATLANTIC_AVENUE,27097,2.5202432350484667
VENTNOR_AVENUE,27116,2.522010390876267
WATER_WORKS,28237,2.6262725847165203
MARVIN_GARDENS,26468,2.461741076328111
GO_TO_JAIL,26473,2.4622061173354264
PACIFIC_AVENUE,26484,2.463229207551522
NORTH_CAROLINA_AVENUE,25892,2.4081683522853043
COMMUNITY_CHEST_3,27375,2.5460995150552375
PENNSYLVANIA_AVENUE,24965,2.3219497495289136
SHORT_LINE,24292,2.259355229944177
CHANCE_3,23205,2.158255314953673
PARK_PLACE,21903,2.03715863664858
LUXURY_TAX,22022,2.048226612622701
BOARDWALK,26411,2.456439608844708

Trial 2

Space Name,Times Landed On,Percent Landed On (%)
GO,27543,2.5615462092966372
MEDITERRANEAN_AVENUE,21791,2.026600350244455
COMMUNITY_CHEST_1,21921,2.0386905730672615
BALTIC_AVENUE,21928,2.039341585065413
INCOME_TAX,23427,2.178751154383775
READING_RAILROAD,25875,2.406419350308626
ORIENTAL_AVENUE,22785,2.119044053981915
CHANCE_1,22630,2.1046287883085686
VERMONT_AVENUE,22800,2.1204390796922388
CONNECTICUT_AVENUE,22845,2.1246241568232103
JAIL,66121,6.149366332821514
ST_CHARLES_PLACE,26518,2.4662194524245082
ELECTRIC_COMPANY,25794,2.3988862114728775
STATES_AVENUE,23714,2.2054426463079717
VIRGINIA_AVENUE,24548,2.283006075801977
PENNSYLVANIA_RAILROAD,27794,2.5848896395160565
ST_JAMES_PLACE,27954,2.5997699137595105
COMMUNITY_CHEST_2,29489,2.7425275447826505
TENNESSEE_AVENUE,29004,2.6974217134821794
NEW_YORK_AVENUE,30643,2.8498515227635646
FREE_PARKING,28470,2.647758798194651
KENTUCKY_AVENUE,28082,2.611674133154274
CHANCE_2,27557,2.56284823329294
INDIANA_AVENUE,27110,2.5212764671252894
ILLINOIS_AVENUE,31808,2.9581985195987164
BO_RAILROAD,29096,2.705977871172166
ATLANTIC_AVENUE,27256,2.534854717372441
VENTNOR_AVENUE,26785,2.4910509100682727
WATER_WORKS,28197,2.6223693302667566
MARVIN_GARDENS,26126,2.429762780528045
GO_TO_JAIL,26468,2.4615693667234284
PACIFIC_AVENUE,26905,2.5022111157508635
NORTH_CAROLINA_AVENUE,26158,2.4327388353767363
COMMUNITY_CHEST_3,26798,2.492259932350553
PENNSYLVANIA_AVENUE,25085,2.3329479962315705
SHORT_LINE,24303,2.2602206558666875
CHANCE_3,23397,2.1759611029631274
PARK_PLACE,22013,2.047246730757248
LUXURY_TAX,21941,2.040550607347693
BOARDWALK,26570,2.471055541553631

Trial 3

Space Name,Times Landed On,Percent Landed On (%)
GO,27417,2.549823250571262
MEDITERRANEAN_AVENUE,21678,2.016087406568327
COMMUNITY_CHEST_1,22018,2.0477079305204087
BALTIC_AVENUE,22152,2.0601701370191705
INCOME_TAX,23351,2.171678984720777
READING_RAILROAD,25626,2.383257490576619
ORIENTAL_AVENUE,22861,2.1261082296133647
CHANCE_1,22725,2.113460020032532
VERMONT_AVENUE,23130,2.1511256441519238
CONNECTICUT_AVENUE,22779,2.118482103248451
JAIL,65903,6.12908055886486
ST_CHARLES_PLACE,26867,2.498672403001718
ELECTRIC_COMPANY,25675,2.38781456608736
STATES_AVENUE,23530,2.1883262605661375
VIRGINIA_AVENUE,24672,2.294534020428719
PENNSYLVANIA_RAILROAD,27967,2.600974098140806
ST_JAMES_PLACE,27747,2.5805137591129883
COMMUNITY_CHEST_2,29511,2.744568477499672
TENNESSEE_AVENUE,28987,2.695835669997052
NEW_YORK_AVENUE,30218,2.8103205670117952
FREE_PARKING,28719,2.6709112569995286
KENTUCKY_AVENUE,28270,2.6291535650745734
CHANCE_2,27827,2.5879538823958312
INDIANA_AVENUE,27181,2.5278748868868757
ILLINOIS_AVENUE,31942,2.9706552237570576
BO_RAILROAD,28884,2.6862565112703916
ATLANTIC_AVENUE,27088,2.519225743570571
VENTNOR_AVENUE,26687,2.4819321256153213
WATER_WORKS,28183,2.6210624310044817
MARVIN_GARDENS,25872,2.4061358696713606
GO_TO_JAIL,26383,2.453659657140519
PACIFIC_AVENUE,26641,2.477654054727687
NORTH_CAROLINA_AVENUE,26437,2.458681740356438
COMMUNITY_CHEST_3,27018,2.5127156356980835
PENNSYLVANIA_AVENUE,24995,2.3245735181831964
SHORT_LINE,24414,2.2705396228415506
CHANCE_3,23075,2.146010559394969
PARK_PLACE,22251,2.0693772895816887
LUXURY_TAX,22074,2.0529160168183984
BOARDWALK,26496,2.4641688312775343

Trial 4

Space Name,Times Landed On,Percent Landed On (%)
GO,27617,2.5686672265890587
MEDITERRANEAN_AVENUE,21807,2.0282770109073254
COMMUNITY_CHEST_1,21811,2.028649052363905
BALTIC_AVENUE,22188,2.0637139596465235
INCOME_TAX,23786,2.2123445215500364
READING_RAILROAD,25876,2.4067361826128284
ORIENTAL_AVENUE,22563,2.098592846200852
CHANCE_1,22774,2.118218033035421
VERMONT_AVENUE,23062,2.1450050179091456
CONNECTICUT_AVENUE,22716,2.112823431915018
JAIL,65782,6.1184077741782765
ST_CHARLES_PLACE,26772,2.490073468886638
ELECTRIC_COMPANY,25694,2.389808296338461
STATES_AVENUE,23709,2.2051827235108807
VIRGINIA_AVENUE,24697,2.297076963286019
PENNSYLVANIA_RAILROAD,27850,2.590338641434815
ST_JAMES_PLACE,27414,2.549786122667649
COMMUNITY_CHEST_2,29593,2.752455706139335
TENNESSEE_AVENUE,28982,2.6956263736468156
NEW_YORK_AVENUE,30630,2.8489074537575725
FREE_PARKING,28336,2.635541678409225
KENTUCKY_AVENUE,28260,2.6284728907342148
CHANCE_2,27951,2.599732688213448
INDIANA_AVENUE,26917,2.503559971687645
ILLINOIS_AVENUE,31729,2.9511258439527914
BO_RAILROAD,28968,2.6943242285487874
ATLANTIC_AVENUE,27321,2.5411361588021752
VENTNOR_AVENUE,26930,2.5047691064215285
WATER_WORKS,28127,2.616102512302946
