Strategy B,n = 100000

Trial 1

Space Name,Times Landed On,Percent Landed On (%)
GO,2768,2.5741174720083326
MEDITERRANEAN_AVENUE,2097,1.9501171744224974
COMMUNITY_CHEST_1,2192,2.038462969162668
BALTIC_AVENUE,2225,2.0691515083882006
INCOME_TAX,2380,2.2132946471747945
READING_RAILROAD,2613,2.4299743332217387
ORIENTAL_AVENUE,2289,2.128668675371052
CHANCE_1,2199,2.0449726593014175
VERMONT_AVENUE,2286,2.125878808168731
CONNECTICUT_AVENUE,2302,2.1407580999144438
JAIL,6628,6.16374660566157
ST_CHARLES_PLACE,2659,2.4727522969906635
ELECTRIC_COMPANY,2594,2.4123051742737047
STATES_AVENUE,2361,2.1956254882267605
VIRGINIA_AVENUE,2535,2.3574377859613884
PENNSYLVANIA_RAILROAD,2794,2.5982963210951158
ST_JAMES_PLACE,2704,2.5146003050254806
COMMUNITY_CHEST_2,3006,2.7954469367258117
TENNESSEE_AVENUE,2994,2.7842874679165273
NEW_YORK_AVENUE,3033,2.8205557415467024
FREE_PARKING,2837,2.638284417661719
KENTUCKY_AVENUE,2809,2.6122456571067216
CHANCE_2,2809,2.6122456571067216
INDIANA_AVENUE,2646,2.4606628724472714
ILLINOIS_AVENUE,3164,2.942379942714727
BO_RAILROAD,2850,2.650373842205111
ATLANTIC_AVENUE,2730,2.538779154112264
VENTNOR_AVENUE,2712,2.5220399508983373
WATER_WORKS,2854,2.654093665141539
MARVIN_GARDENS,2575,2.3946360153256707
GO_TO_JAIL,2685,2.496931146077447
PACIFIC_AVENUE,2641,2.456013093776736
NORTH_CAROLINA_AVENUE,2614,2.430904288955846
COMMUNITY_CHEST_3,2783,2.588066808019938
PENNSYLVANIA_AVENUE,2499,2.3239593795335343
SHORT_LINE,2347,2.1826061079492614
CHANCE_3,2323,2.160287170330692
PARK_PLACE,2163,2.0114942528735633
LUXURY_TAX,2217,2.0617118625153443
BOARDWALK,2615,2.4318342446899526

Trial 2

Space Name,Times Landed On,Percent Landed On (%)
GO,2793,2.5944710734589234
MEDITERRANEAN_AVENUE,2151,1.9981050050161633
COMMUNITY_CHEST_1,2140,1.9878868948092001
BALTIC_AVENUE,2157,2.003678519674507
INCOME_TAX,2330,2.164381525656746
READING_RAILROAD,2569,2.386393192880764
ORIENTAL_AVENUE,2289,2.126295842158065
CHANCE_1,2380,2.210827481142942
VERMONT_AVENUE,2228,2.0696317764649055
CONNECTICUT_AVENUE,2255,2.0947125924274514
JAIL,6668,6.194032623639133
ST_CHARLES_PLACE,2676,2.485787537621224
ELECTRIC_COMPANY,2541,2.3603834578084943
STATES_AVENUE,2380,2.210827481142942
VIRGINIA_AVENUE,2425,2.2526288410805186
PENNSYLVANIA_RAILROAD,2816,2.6158362129825736
ST_JAMES_PLACE,2786,2.587968639690856
COMMUNITY_CHEST_2,2952,2.7421692119050274
TENNESSEE_AVENUE,2893,2.687362984431316
NEW_YORK_AVENUE,3059,2.8415635566454873
FREE_PARKING,2855,2.6520640582618067
KENTUCKY_AVENUE,2793,2.5944710734589234
CHANCE_2,2784,2.5861108014714076
INDIANA_AVENUE,2673,2.4830007802920524
ILLINOIS_AVENUE,3233,3.0031954817374507
BO_RAILROAD,2926,2.7180173150522053
ATLANTIC_AVENUE,2730,2.535949169546316
VENTNOR_AVENUE,2758,2.561958904618586
WATER_WORKS,2820,2.6195518894214693
MARVIN_GARDENS,2582,2.398469141307175
GO_TO_JAIL,2766,2.5693902574963774
PACIFIC_AVENUE,2674,2.483929699401776
NORTH_CAROLINA_AVENUE,2637,2.4495596923419907
COMMUNITY_CHEST_3,2714,2.521086463790733
PENNSYLVANIA_AVENUE,2417,2.2451974882027272
SHORT_LINE,2427,2.2544866792999665
CHANCE_3,2299,2.135585033255304
PARK_PLACE,2188,2.0324750120759485
LUXURY_TAX,2200,2.0436220413926356
BOARDWALK,2688,2.4969345669379113

Trial 3

Space Name,Times Landed On,Percent Landed On (%)
GO,2707,2.518139534883721
MEDITERRANEAN_AVENUE,2185,2.0325581395348835
COMMUNITY_CHEST_1,2183,2.0306976744186045
BALTIC_AVENUE,2203,2.049302325581395
INCOME_TAX,2419,2.250232558139535
READING_RAILROAD,2612,2.429767441860465
ORIENTAL_AVENUE,2203,2.049302325581395
CHANCE_1,2232,2.0762790697674416
VERMONT_AVENUE,2352,2.187906976744186
CONNECTICUT_AVENUE,2222,2.0669767441860465
JAIL,6644,6.18046511627907
ST_CHARLES_PLACE,2692,2.5041860465116277
ELECTRIC_COMPANY,2501,2.3265116279069766
STATES_AVENUE,2378,2.212093023255814
VIRGINIA_AVENUE,2527,2.3506976744186043
PENNSYLVANIA_RAILROAD,2728,2.537674418604651
ST_JAMES_PLACE,2826,2.6288372093023256
COMMUNITY_CHEST_2,2941,2.735813953488372
TENNESSEE_AVENUE,2862,2.662325581395349
NEW_YORK_AVENUE,3029,2.817674418604651
FREE_PARKING,2901,2.698604651162791
KENTUCKY_AVENUE,2863,2.6632558139534885
CHANCE_2,2796,2.60093023255814
INDIANA_AVENUE,2692,2.5041860465116277
ILLINOIS_AVENUE,3209,2.9851162790697674
BO_RAILROAD,2821,2.624186046511628
ATLANTIC_AVENUE,2685,2.497674418604651
VENTNOR_AVENUE,2738,2.5469767441860465
WATER_WORKS,2796,2.60093023255814
MARVIN_GARDENS,2603,2.4213953488372093
GO_TO_JAIL,2653,2.467906976744186
PACIFIC_AVENUE,2683,2.4958139534883723
NORTH_CAROLINA_AVENUE,2692,2.5041860465116277
COMMUNITY_CHEST_3,2727,2.5367441860465116
PENNSYLVANIA_AVENUE,2448,2.2772093023255815
SHORT_LINE,2405,2.2372093023255815
CHANCE_3,2295,2.1348837209302323
PARK_PLACE,2177,2.0251162790697674
LUXURY_TAX,2170,2.0186046511627906
BOARDWALK,2700,2.511627906976744

Trial 4

Space Name,Times Landed On,Percent Landed On (%)
GO,2768,2.577113223532917
MEDITERRANEAN_AVENUE,2107,1.9616970960924334
COMMUNITY_CHEST_1,2223,2.0696975057491596
BALTIC_AVENUE,2250,2.094835532134777
INCOME_TAX,2382,2.2177325500200173
READING_RAILROAD,2571,2.3936987347193384
ORIENTAL_AVENUE,2279,2.1218356345489586
CHANCE_1,2241,2.086456190006238
VERMONT_AVENUE,2334,2.1730427253344753
CONNECTICUT_AVENUE,2229,2.0752837338348527
JAIL,6578,6.124368057947806
ST_CHARLES_PLACE,2726,2.538009626933068
ELECTRIC_COMPANY,2589,2.410457418976417
STATES_AVENUE,2326,2.1655944212202183
VIRGINIA_AVENUE,2517,2.343422681948104
PENNSYLVANIA_RAILROAD,2794,2.601320211904252
ST_JAMES_PLACE,2759,2.568733881404378
COMMUNITY_CHEST_2,2932,2.7298034578751853
TENNESSEE_AVENUE,2780,2.5882856797043026
NEW_YORK_AVENUE,3122,2.9067006805887883
FREE_PARKING,2846,2.6497341886469226
KENTUCKY_AVENUE,2815,2.6208720102041765
CHANCE_2,2804,2.6106305920470736
INDIANA_AVENUE,2711,2.524044056718836
ILLINOIS_AVENUE,3051,2.8405969815747576
BO_RAILROAD,2992,2.785665738732112
ATLANTIC_AVENUE,2617,2.4365264833763165
VENTNOR_AVENUE,2703,2.516595752604579
WATER_WORKS,2817,2.622734086232741
MARVIN_GARDENS,2585,2.406733266919288
GO_TO_JAIL,2527,2.352733062090925
PACIFIC_AVENUE,2843,2.646941074604076
NORTH_CAROLINA_AVENUE,2579,2.401147038833596
COMMUNITY_CHEST_3,2699,2.5128716005474505
PENNSYLVANIA_AVENUE,2479,2.308043237405383
SHORT_LINE,2382,2.2177325500200173
CHANCE_3,2340,2.178628953420168
PARK_PLACE,2208,2.055731935534928
LUXURY_TAX,2244,2.0892493040490843
BOARDWALK,2658,2.474699041961883

Trial 5

Space Name,Times Landed On,Percent Landed On (%)
GO,2857,2.6567105887166518
MEDITERRANEAN_AVENUE,2217,2.061577660197696
COMMUNITY_CHEST_1,2199,2.0448395465831
